listing_id,donor_id,donor_type,food_type,quantity,unit,city,packaging,time_posted,time_since_cooked_mins,donor_reliability,distance_km,ambient_temp_c,freshness_score,pickup_prob,picked_up
L04165,D0179,HomeCook,Fruits,9.9,kg,Chennai,Covered Tray,2025-09-02 02:10:00,154,Medium,7.8,27.3,0.347,0.532,0
L04166,D0725,Restaurant,Beverage,6.1,plates,Mumbai,Open Tray,2025-09-03 19:01:00,161,Low,10.14,19.9,0.197,0.486,1
L04167,D0576,HomeCook,Cooked Meal,5.5,plates,Delhi,Open Tray,2025-09-01 20:02:00,102,Medium,8.28,27.8,0.308,0.496,0
L04168,D0711,HomeCook,Cooked Meal,1.7,packs,Pune,Sealed Box,2025-09-03 14:24:00,27,Medium,13.82,30.1,0.519,0.537,1
L04169,D0229,Restaurant,Salads,5.1,boxes,Mumbai,Open Tray,2025-09-02 20:53:00,100,Low,0.2,28.3,0.218,0.486,0
L04170,D0682,Caterer,Cooked Meal,0.9,boxes,Hyderabad,Airtight,2025-09-02 10:39:00,207,Low,7.86,31.6,0.218,0.426,0
L04171,D0604,HomeCook,Cooked Meal,1.9,kg,Delhi,Covered Tray,2025-09-01 18:55:00,70,Medium,4.27,31.5,0.514,0.612,1
L04172,D0180,Caterer,Cooked Meal,4.4,plates,Bengaluru,Airtight,2025-09-03 09:57:00,29,Medium,12.8,27.2,0.536,0.736,1
L04173,D0315,Society,Cooked Meal,4.4,kg,Hyderabad,Covered Tray,2025-09-01 17:22:00,147,Low,10.86,34.5,0.25,0.39,0
L04174,D0752,HomeCook,Desserts,2.4,kg,Bengaluru,Sealed Box,2025-09-01 18:11:00,108,Low,7.8,29.1,0.403,0.479,1
L04175,D0706,Society,Fruits,28.0,packs,Chennai,Sealed Box,2025-09-01 16:22:00,29,Medium,0.81,27.0,0.674,0.74,1
L04176,D0302,HomeCook,Beverage,0.7,plates,Pune,Airtight,2025-09-02 09:57:00,92,High,5.24,30.3,0.626,0.601,0
L04177,D0131,Bakery,Cooked Meal,1.3,plates,Chennai,Airtight,2025-09-01 21:21:00,109,Low,6.7,30.1,0.348,0.471,1
L04178,D0182,Bakery,Cooked Meal,2.0,packs,Pune,Sealed Box,2025-09-07 00:15:00,65,Medium,0.2,31.0,0.648,0.67,1
L04179,D0747,Bakery,Cooked Meal,8.3,plates,Mumbai,Sealed Box,2025-09-01 10:15:00,42,Low,3.06,29.4,0.493,0.629,1
L04180,D0002,Restaurant,Cooked Meal,3.4,boxes,Mumbai,Covered Tray,2025-09-03 02:42:00,100,Low,10.0,22.6,0.388,0.519,1
L04181,D0719,HomeCook,Cooked Meal,1.8,kg,Mumbai,Open Tray,2025-09-02 03:06:00,132,Medium,0.2,30.8,0.284,0.481,0
L04182,D0587,Restaurant,Desserts,1.6,plates,Mumbai,Airtight,2025-09-03 08:36:00,110,High,0.2,36.5,0.64,0.673,1
L04183,D0401,Caterer,Salads,1.9,kg,Mumbai,Airtight,2025-09-02 03:30:00,7,Medium,3.15,28.4,0.564,0.601,1
L04184,D0187,HomeCook,Cooked Meal,1.0,plates,Chennai,Cloth Wrap,2025-09-10 09:43:00,25,Medium,10.8,29.8,0.307,0.494,1
L04185,D0627,Restaurant,Cooked Meal,1.0,plates,Mumbai,Open Tray,2025-09-01 11:05:00,32,Low,4.01,32.8,0.318,0.503,0
L04186,D0227,Caterer,Cooked Meal,4.2,boxes,Bengaluru,Airtight,2025-09-04 05:26:00,172,Medium,11.21,27.4,0.317,0.493,0
L04187,D0655,Bakery,Fruits,0.5,boxes,Mumbai,Cloth Wrap,2025-09-02 02:18:00,66,Low,0.91,31.8,0.28,0.431,0
L04188,D0580,Restaurant,Cooked Meal,12.1,boxes,Chennai,Covered Tray,2025-09-01 14:21:00,6,Medium,1.28,27.7,0.657,0.747,0
L04189,D0107,Event,Cooked Meal,10.2,plates,Hyderabad,Covered Tray,2025-09-04 17:47:00,70,Low,2.91,33.2,0.473,0.592,1
L04190,D0509,Society,Beverage,0.5,boxes,Mumbai,Airtight,2025-09-04 00:05:00,119,High,3.5,33.6,0.6,0.583,0
L04191,D0145,Event,Cooked Meal,1.4,packs,Mumbai,Sealed Box,2025-09-02 21:19:00,34,Low,6.88,26.8,0.433,0.543,1
L04192,D0340,HomeCook,Cooked Meal,1.1,kg,Hyderabad,Covered Tray,2025-09-01 14:48:00,149,Medium,8.17,24.9,0.35,0.428,0
L04193,D0764,HomeCook,Cooked Meal,3.9,boxes,Mumbai,Airtight,2025-09-04 00:20:00,52,Medium,9.27,31.1,0.548,0.58,0
L04194,D0080,Bakery,Salads,8.3,packs,Hyderabad,Covered Tray,2025-09-02 06:13:00,57,High,7.32,34.6,0.401,0.526,1
L04195,D0244,Society,Baked Goods,5.2,kg,Chennai,Cloth Wrap,2025-09-02 08:32:00,80,High,0.2,23.3,0.314,0.529,0
L04196,D0356,Caterer,Beverage,1.7,boxes,Pune,Open Tray,2025-09-04 17:57:00,166,High,10.7,30.9,0.238,0.45,0
L04197,D0328,Society,Salads,10.3,kg,Delhi,Covered Tray,2025-09-01 07:39:00,160,Medium,2.22,30.0,0.28,0.422,0
L04198,D0172,Caterer,Beverage,6.3,plates,Hyderabad,Open Tray,2025-09-06 10:32:00,103,Medium,2.89,22.7,0.32,0.577,1
L04199,D0652,Restaurant,Cooked Meal,3.2,plates,Delhi,Sealed Box,2025-09-01 20:57:00,35,Low,4.84,28.3,0.53,0.518,0
L04200,D0091,Restaurant,Beverage,0.8,packs,Pune,Open Tray,2025-09-01 14:07:00,26,Medium,7.04,27.0,0.409,0.496,1
L04201,D0458,Event,Baked Goods,7.0,plates,Chennai,Covered Tray,2025-09-01 14:25:00,90,Medium,8.83,23.1,0.364,0.562,1
L04202,D0012,Event,Cooked Meal,13.2,kg,Mumbai,Cloth Wrap,2025-09-01 11:01:00,18,Medium,6.98,28.9,0.318,0.564,1
L04203,D0272,Caterer,Cooked Meal,3.2,boxes,Pune,Open Tray,2025-09-03 18:04:00,11,Medium,0.41,27.8,0.498,0.611,1
L04204,D0215,Restaurant,Beverage,1.4,packs,Pune,Open Tray,2025-09-02 11:06:00,74,Medium,8.96,27.7,0.389,0.46,0
L04205,D0256,Society,Desserts,3.4,kg,Bengaluru,Open Tray,2025-09-05 09:58:00,128,Medium,2.43,26.3,0.253,0.489,1
L04206,D0710,Event,Baked Goods,4.4,kg,Mumbai,Sealed Box,2025-09-03 17:39:00,98,Medium,6.31,31.5,0.438,0.615,1
L04207,D0070,Bakery,Baked Goods,12.9,kg,Hyderabad,Covered Tray,2025-09-01 11:02:00,96,High,4.26,25.9,0.513,0.67,1
L04208,D0359,Bakery,Salads,1.7,packs,Pune,Sealed Box,2025-09-05 07:34:00,21,Medium,4.55,30.7,0.488,0.603,1
L04209,D0111,HomeCook,Cooked Meal,1.2,boxes,Pune,Airtight,2025-09-01 10:49:00,202,High,3.08,33.5,0.375,0.514,1
L04210,D0738,Society,Fruits,7.1,boxes,Chennai,Airtight,2025-09-01 16:15:00,146,Medium,8.16,27.3,0.402,0.556,1
L04211,D0002,HomeCook,Cooked Meal,0.5,packs,Pune,Open Tray,2025-09-05 16:09:00,33,High,1.52,33.0,0.464,0.62,1
L04212,D0050,Society,Cooked Meal,5.9,kg,Pune,Covered Tray,2025-09-03 19:33:00,88,Medium,7.53,30.1,0.448,0.626,0
L04213,D0396,Restaurant,Fruits,19.9,kg,Delhi,Covered Tray,2025-09-01 16:10:00,68,High,7.94,28.2,0.529,0.655,0
L04214,D0449,Restaurant,Cooked Meal,3.2,kg,Delhi,Airtight,2025-09-03 14:02:00,117,Low,0.2,33.7,0.462,0.474,0
L04215,D0751,Caterer,Cooked Meal,11.4,packs,Delhi,Airtight,2025-09-01 21:44:00,134,High,7.86,30.2,0.516,0.596,1
L04216,D0430,Restaurant,Desserts,6.9,plates,Bengaluru,Covered Tray,2025-09-02 22:07:00,8,Medium,4.96,29.4,0.601,0.656,1
L04217,D0171,HomeCook,Desserts,11.2,packs,Chennai,Cloth Wrap,2025-09-01 15:31:00,107,Medium,9.61,32.1,0.238,0.519,1
L04218,D0424,Society,Beverage,5.4,packs,Mumbai,Airtight,2025-09-04 23:23:00,113,Low,13.39,29.7,0.396,0.589,1
L04219,D0505,Event,Cooked Meal,4.9,boxes,Delhi,Covered Tray,2025-09-03 01:45:00,29,Medium,0.2,32.9,0.658,0.775,1
L04220,D0360,Restaurant,Desserts,10.2,boxes,Chennai,Airtight,2025-09-01 10:37:00,96,Medium,7.24,30.0,0.518,0.533,1
L04221,D0560,Restaurant,Baked Goods,3.7,boxes,Bengaluru,Covered Tray,2025-09-02 04:28:00,26,High,4.52,34.2,0.568,0.605,0
L04222,D0385,HomeCook,Cooked Meal,1.1,packs,Mumbai,Airtight,2025-09-02 11:02:00,84,Low,4.31,29.6,0.468,0.518,1
L04223,D0104,Caterer,Fruits,12.8,kg,Hyderabad,Airtight,2025-09-03 02:39:00,229,Medium,0.2,27.1,0.285,0.535,0
L04224,D0491,Event,Cooked Meal,3.6,boxes,Delhi,Covered Tray,2025-09-03 11:18:00,156,Low,2.36,24.6,0.302,0.314,0
L04225,D0592,Restaurant,Cooked Meal,0.8,packs,Pune,Cloth Wrap,2025-09-05 05:46:00,199,Low,6.08,30.9,0.123,0.406,0
L04226,D0667,Restaurant,Cooked Meal,15.1,kg,Mumbai,Airtight,2025-09-03 10:28:00,124,Medium,1.81,28.5,0.522,0.641,0
L04227,D0777,Restaurant,Cooked Meal,1.1,plates,Pune,Airtight,2025-09-10 07:30:00,38,High,11.14,25.3,0.62,0.718,1
L04228,D0704,Caterer,Cooked Meal,9.2,kg,Pune,Covered Tray,2025-09-06 13:18:00,85,Medium,0.2,34.1,0.527,0.6,0
L04229,D0231,Caterer,Desserts,6.8,plates,Delhi,Covered Tray,2025-09-11 20:08:00,118,Medium,0.2,28.0,0.458,0.647,0
L04230,D0167,Event,Desserts,1.2,kg,Chennai,Sealed Box,2025-09-04 10:00:00,135,Low,8.05,30.1,0.348,0.456,0
L04231,D0463,Restaurant,Desserts,13.5,plates,Pune,Open Tray,2025-09-01 23:31:00,67,Low,0.43,29.7,0.321,0.543,1
L04232,D0076,Restaurant,Cooked Meal,1.0,kg,Pune,Covered Tray,2025-09-08 04:59:00,147,Medium,0.2,29.5,0.38,0.569,0
L04233,D0035,HomeCook,Baked Goods,1.1,boxes,Chennai,Open Tray,2025-09-01 23:34:00,128,High,4.98,30.7,0.286,0.419,0
L04234,D0302,Society,Fruits,2.3,kg,Delhi,Airtight,2025-09-03 03:25:00,121,Low,4.41,28.6,0.425,0.551,1
L04235,D0021,Restaurant,Baked Goods,1.2,plates,Pune,Sealed Box,2025-09-07 05:55:00,41,High,3.75,30.4,0.652,0.695,0
L04236,D0327,Restaurant,Cooked Meal,20.0,kg,Chennai,Open Tray,2025-09-04 07:33:00,195,High,3.99,27.6,0.175,0.426,0
L04237,D0268,Event,Cooked Meal,7.2,boxes,Chennai,Covered Tray,2025-09-01 22:21:00,95,Medium,1.35,29.4,0.499,0.598,1
L04238,D0108,Restaurant,Salads,1.5,kg,Pune,Sealed Box,2025-09-02 23:13:00,88,Medium,3.98,27.1,0.4,0.493,0
L04239,D0076,Bakery,Desserts,0.9,packs,Bengaluru,Airtight,2025-09-05 11:11:00,20,Medium,5.1,30.1,0.707,0.744,1
L04240,D0351,Society,Salads,1.8,kg,Pune,Sealed Box,2025-09-04 02:23:00,9,Low,6.27,29.7,0.479,0.557,1
L04241,D0175,Society,Salads,1.0,boxes,Hyderabad,Airtight,2025-09-04 10:01:00,85,Medium,11.75,27.7,0.367,0.454,1
L04242,D0385,Event,Cooked Meal,3.3,boxes,Delhi,Covered Tray,2025-09-01 16:14:00,70,Medium,0.2,29.7,0.549,0.608,0
L04243,D0165,Restaurant,Cooked Meal,0.6,kg,Chennai,Sealed Box,2025-09-01 09:29:00,106,Medium,8.43,27.0,0.411,0.578,1
L04244,D0750,Event,Baked Goods,2.4,packs,Hyderabad,Airtight,2025-09-01 18:59:00,202,High,12.39,34.2,0.25,0.452,1
L04245,D0077,HomeCook,Cooked Meal,3.5,boxes,Mumbai,Covered Tray,2025-09-03 17:25:00,203,High,3.08,30.0,0.279,0.429,0
L04246,D0561,HomeCook,Cooked Meal,1.9,packs,Hyderabad,Airtight,2025-09-01 19:59:00,126,Medium,3.11,32.3,0.477,0.607,1
L04247,D0096,Restaurant,Cooked Meal,2.0,packs,Delhi,Covered Tray,2025-09-01 10:09:00,26,High,0.2,34.1,0.706,0.719,0
L04248,D0609,HomeCook,Fruits,2.3,boxes,Chennai,Sealed Box,2025-09-03 01:17:00,37,High,0.2,25.6,0.804,0.67,1
L04249,D0629,Caterer,Cooked Meal,13.1,kg,Pune,Airtight,2025-09-02 00:25:00,72,Medium,8.63,28.4,0.52,0.725,1
L04250,D0495,Event,Cooked Meal,7.5,packs,Pune,Sealed Box,2025-09-06 15:15:00,32,Low,0.2,29.6,0.607,0.693,1
L04251,D0722,Bakery,Cooked Meal,1.8,boxes,Bengaluru,Cloth Wrap,2025-09-01 12:42:00,6,Medium,4.43,30.3,0.376,0.565,1
L04252,D0442,Event,Cooked Meal,4.4,packs,Delhi,Airtight,2025-09-02 05:57:00,15,Medium,0.35,23.0,0.78,0.756,0
L04253,D0622,HomeCook,Cooked Meal,10.7,plates,Chennai,Airtight,2025-09-07 17:01:00,18,High,5.93,27.5,0.725,0.841,0
L04254,D0445,Event,Desserts,0.5,plates,Delhi,Sealed Box,2025-09-02 03:16:00,15,Low,3.57,30.5,0.581,0.612,0
L04255,D0055,Society,Desserts,17.1,plates,Bengaluru,Covered Tray,2025-09-04 01:19:00,100,High,15.32,31.1,0.396,0.606,1
L04256,D0104,Caterer,Salads,9.3,plates,Hyderabad,Airtight,2025-09-06 14:11:00,37,High,4.36,28.4,0.593,0.774,1
L04257,D0340,Caterer,Cooked Meal,7.0,packs,Mumbai,Sealed Box,2025-09-07 17:02:00,80,Low,3.53,28.1,0.467,0.581,0
L04258,D0211,HomeCook,Cooked Meal,7.0,packs,Mumbai,Open Tray,2025-09-04 00:54:00,106,Medium,3.64,30.4,0.346,0.443,0
L04259,D0195,Event,Cooked Meal,7.2,boxes,Mumbai,Covered Tray,2025-09-04 00:49:00,169,Medium,5.8,30.9,0.309,0.442,0
L04260,D0420,HomeCook,Baked Goods,8.0,plates,Mumbai,Airtight,2025-09-02 14:57:00,172,High,10.98,32.2,0.333,0.51,0
L04261,D0714,Bakery,Cooked Meal,12.7,kg,Hyderabad,Airtight,2025-09-06 00:42:00,139,Low,2.69,31.3,0.429,0.624,0
L04262,D0568,HomeCook,Beverage,7.9,kg,Hyderabad,Open Tray,2025-09-03 16:35:00,39,Low,5.09,24.0,0.326,0.555,1
L04263,D0272,Event,Cooked Meal,4.8,boxes,Pune,Open Tray,2025-09-02 03:01:00,92,Medium,4.16,30.6,0.323,0.451,0
L04264,D0677,Restaurant,Beverage,2.5,boxes,Bengaluru,Open Tray,2025-09-02 09:51:00,5,Medium,5.29,31.9,0.468,0.513,0
L04265,D0289,Restaurant,Cooked Meal,4.2,packs,Mumbai,Open Tray,2025-09-03 02:53:00,113,Low,2.81,32.7,0.232,0.376,0
L04266,D0305,Society,Salads,1.0,plates,Mumbai,Open Tray,2025-09-06 18:03:00,159,High,8.62,30.7,0.169,0.356,0
L04267,D0244,Event,Baked Goods,6.9,boxes,Bengaluru,Open Tray,2025-09-02 03:58:00,154,Low,1.33,27.8,0.178,0.433,1
L04268,D0099,Restaurant,Cooked Meal,9.8,kg,Mumbai,Open Tray,2025-09-03 14:19:00,72,Low,7.31,32.1,0.257,0.41,0
L04269,D0051,Event,Salads,1.5,boxes,Chennai,Open Tray,2025-09-02 21:01:00,30,High,6.26,30.8,0.276,0.411,0
L04270,D0586,Society,Baked Goods,6.7,boxes,Mumbai,Airtight,2025-09-02 20:10:00,40,Low,4.61,30.8,0.482,0.603,0
L04271,D0503,Caterer,Cooked Meal,1.1,kg,Chennai,Open Tray,2025-09-01 07:29:00,161,High,4.73,33.6,0.33,0.506,1
L04272,D0158,Restaurant,Baked Goods,1.3,kg,Chennai,Sealed Box,2025-09-04 21:35:00,142,Medium,2.8,24.8,0.375,0.498,1
L04273,D0056,Event,Cooked Meal,6.3,kg,Hyderabad,Sealed Box,2025-09-01 22:28:00,140,Medium,4.53,30.2,0.417,0.516,0
L04274,D0370,Restaurant,Beverage,2.2,packs,Delhi,Airtight,2025-09-01 08:39:00,51,Medium,6.23,26.9,0.678,0.724,1
L04275,D0004,Event,Cooked Meal,2.0,boxes,Bengaluru,Covered Tray,2025-09-05 22:39:00,79,Low,10.64,30.0,0.353,0.515,1
L04276,D0438,Event,Cooked Meal,9.9,packs,Chennai,Covered Tray,2025-09-02 00:20:00,117,Low,4.3,24.1,0.348,0.542,1
L04277,D0090,Restaurant,Cooked Meal,0.5,plates,Pune,Sealed Box,2025-09-01 07:57:00,53,Medium,5.85,30.7,0.606,0.653,0
L04278,D0302,Restaurant,Cooked Meal,7.1,plates,Pune,Airtight,2025-09-02 08:49:00,87,Low,5.41,29.8,0.426,0.582,0
L04279,D0678,Bakery,Baked Goods,5.1,packs,Bengaluru,Open Tray,2025-09-02 08:07:00,14,Low,11.33,35.8,0.265,0.411,0
L04280,D0641,Caterer,Baked Goods,3.5,plates,Hyderabad,Open Tray,2025-09-01 08:37:00,12,Low,3.45,35.2,0.356,0.497,0
L04281,D0615,Restaurant,Cooked Meal,4.1,boxes,Mumbai,Open Tray,2025-09-08 10:49:00,48,Medium,10.4,32.0,0.317,0.554,0
L04282,D0492,Caterer,Beverage,1.8,packs,Delhi,Airtight,2025-09-01 21:06:00,70,High,0.67,28.5,0.754,0.688,1
L04283,D0205,Society,Baked Goods,0.9,kg,Delhi,Covered Tray,2025-09-01 16:57:00,124,Medium,9.38,26.7,0.354,0.402,0
L04284,D0100,Restaurant,Cooked Meal,10.7,plates,Hyderabad,Airtight,2025-09-01 21:49:00,208,Medium,0.2,31.7,0.316,0.502,1
L04285,D0027,Restaurant,Cooked Meal,8.9,plates,Chennai,Sealed Box,2025-09-10 03:07:00,141,Medium,5.38,28.3,0.391,0.598,0
L04286,D0212,HomeCook,Cooked Meal,0.8,plates,Pune,Airtight,2025-09-01 19:31:00,149,Medium,12.2,26.7,0.315,0.428,0
L04287,D0175,Restaurant,Beverage,5.3,boxes,Hyderabad,Covered Tray,2025-09-01 10:52:00,23,High,5.22,34.3,0.675,0.746,1
L04288,D0084,Caterer,Desserts,0.8,boxes,Bengaluru,Airtight,2025-09-01 18:15:00,18,Medium,1.81,36.0,0.77,0.673,1
L04289,D0485,HomeCook,Cooked Meal,0.8,boxes,Delhi,Sealed Box,2025-09-01 10:55:00,56,High,5.7,33.9,0.62,0.678,1
L04290,D0119,Restaurant,Fruits,1.7,packs,Bengaluru,Airtight,2025-09-01 19:02:00,77,High,0.2,30.4,0.723,0.716,1
L04291,D0316,HomeCook,Fruits,19.8,plates,Hyderabad,Sealed Box,2025-09-05 16:04:00,48,Medium,0.2,33.7,0.679,0.812,1
L04292,D0408,Restaurant,Beverage,3.7,boxes,Delhi,Airtight,2025-09-02 22:47:00,111,Medium,4.9,30.4,0.551,0.69,1
L04293,D0483,Caterer,Fruits,6.3,boxes,Delhi,Open Tray,2025-09-02 01:25:00,116,Low,10.34,29.2,0.203,0.454,0
L04294,D0501,Restaurant,Cooked Meal,0.5,plates,Pune,Sealed Box,2025-09-04 05:42:00,101,Low,0.2,28.6,0.469,0.54,0
L04295,D0677,HomeCook,Cooked Meal,0.5,boxes,Chennai,Covered Tray,2025-09-02 16:55:00,81,High,0.2,32.4,0.548,0.582,0
L04296,D0272,HomeCook,Cooked Meal,1.5,plates,Chennai,Airtight,2025-09-03 02:26:00,45,Medium,3.28,29.4,0.67,0.684,1
L04297,D0094,Caterer,Desserts,18.5,boxes,Bengaluru,Airtight,2025-09-07 18:57:00,72,High,6.53,30.7,0.684,0.712,1
L04298,D0658,Restaurant,Fruits,2.3,kg,Chennai,Airtight,2025-09-01 21:22:00,39,High,6.12,30.6,0.762,0.79,1
L04299,D0397,Restaurant,Fruits,0.6,boxes,Delhi,Airtight,2025-09-01 12:43:00,85,Medium,4.65,31.5,0.579,0.712,1
L04300,D0190,Restaurant,Salads,9.1,plates,Hyderabad,Covered Tray,2025-09-04 09:28:00,80,Medium,6.4,32.6,0.366,0.598,1
L04301,D0380,Society,Desserts,1.6,kg,Mumbai,Airtight,2025-09-01 11:29:00,57,Medium,5.05,30.3,0.619,0.654,1
L04302,D0391,Restaurant,Cooked Meal,0.7,boxes,Hyderabad,Open Tray,2025-09-01 12:56:00,81,Medium,5.39,27.7,0.305,0.385,0
L04303,D0379,HomeCook,Fruits,3.4,kg,Hyderabad,Sealed Box,2025-09-02 14:30:00,107,Low,5.09,28.5,0.48,0.556,1
L04304,D0192,Restaurant,Desserts,6.3,packs,Pune,Covered Tray,2025-09-01 08:46:00,160,Low,1.28,35.8,0.321,0.544,0
L04305,D0457,Society,Cooked Meal,9.0,kg,Pune,Cloth Wrap,2025-09-01 07:37:00,7,High,8.28,34.8,0.32,0.525,0
L04306,D0270,Restaurant,Cooked Meal,1.0,boxes,Hyderabad,Sealed Box,2025-09-05 05:31:00,242,High,3.84,30.4,0.298,0.435,1
L04307,D0451,Restaurant,Beverage,2.7,boxes,Delhi,Sealed Box,2025-09-04 12:06:00,103,Medium,5.57,31.4,0.511,0.671,0
L04308,D0477,Event,Beverage,5.4,packs,Chennai,Open Tray,2025-09-01 23:45:00,21,Low,4.62,34.0,0.35,0.475,1
L04309,D0232,Society,Beverage,1.5,plates,Delhi,Covered Tray,2025-09-06 16:24:00,91,Medium,9.12,31.7,0.452,0.586,0
L04310,D0276,HomeCook,Desserts,1.1,packs,Delhi,Cloth Wrap,2025-09-02 23:16:00,122,Medium,5.55,29.4,0.226,0.39,0
L04311,D0578,Society,Cooked Meal,9.2,packs,Pune,Airtight,2025-09-02 23:11:00,8,Medium,4.87,33.7,0.695,0.747,1
L04312,D0155,Society,Cooked Meal,1.8,packs,Chennai,Covered Tray,2025-09-02 06:12:00,157,Medium,8.06,26.7,0.292,0.373,1
L04313,D0771,HomeCook,Salads,15.5,boxes,Delhi,Cloth Wrap,2025-09-04 06:24:00,88,High,12.11,29.3,0.188,0.497,0
L04314,D0714,Bakery,Cooked Meal,1.8,kg,Delhi,Sealed Box,2025-09-04 20:01:00,127,High,9.76,25.7,0.427,0.633,1
L04315,D0684,Restaurant,Cooked Meal,8.4,packs,Pune,Cloth Wrap,2025-09-08 08:38:00,11,High,0.73,30.4,0.406,0.585,0
L04316,D0100,Bakery,Cooked Meal,2.4,kg,Mumbai,Airtight,2025-09-01 13:10:00,89,High,6.24,28.1,0.57,0.675,0
L04317,D0088,Society,Desserts,6.4,packs,Hyderabad,Covered Tray,2025-09-03 08:06:00,35,Low,11.78,34.9,0.348,0.487,1
L04318,D0685,Restaurant,Cooked Meal,3.2,plates,Mumbai,Covered Tray,2025-09-07 14:34:00,203,Medium,6.51,28.1,0.309,0.447,1
L04319,D0353,Society,Beverage,1.6,plates,Chennai,Airtight,2025-09-03 09:05:00,139,Medium,0.2,28.6,0.548,0.498,1
L04320,D0555,Caterer,Baked Goods,15.3,plates,Pune,Sealed Box,2025-09-01 22:32:00,87,High,1.84,28.3,0.616,0.721,1
L04321,D0424,Restaurant,Desserts,6.0,kg,Pune,Airtight,2025-09-05 21:34:00,143,Low,4.27,29.8,0.395,0.482,0
L04322,D0775,HomeCook,Baked Goods,6.3,boxes,Bengaluru,Cloth Wrap,2025-09-07 13:09:00,95,Medium,0.26,30.8,0.233,0.425,1
L04323,D0604,HomeCook,Cooked Meal,1.0,packs,Bengaluru,Airtight,2025-09-04 19:04:00,210,High,6.45,27.8,0.305,0.507,1
L04324,D0233,Restaurant,Cooked Meal,9.7,packs,Mumbai,Covered Tray,2025-09-04 09:12:00,114,Medium,0.2,28.9,0.466,0.604,0
L04325,D0567,Event,Cooked Meal,5.5,boxes,Mumbai,Covered Tray,2025-09-01 07:04:00,72,High,3.45,29.6,0.554,0.647,1
L04326,D0063,Bakery,Salads,3.3,kg,Chennai,Covered Tray,2025-09-03 00:53:00,124,High,6.46,32.3,0.392,0.527,0
L04327,D0397,Restaurant,Salads,0.7,packs,Bengaluru,Cloth Wrap,2025-09-02 02:44:00,81,Medium,4.42,28.2,0.179,0.41,1
L04328,D0536,Society,Cooked Meal,2.4,kg,Chennai,Sealed Box,2025-09-02 00:25:00,110,Low,8.28,31.1,0.402,0.465,0
L04329,D0429,HomeCook,Cooked Meal,5.5,kg,Hyderabad,Covered Tray,2025-09-02 05:51:00,98,Medium,5.08,28.9,0.453,0.552,1
L04330,D0549,Restaurant,Baked Goods,2.9,packs,Delhi,Sealed Box,2025-09-01 07:28:00,55,High,3.06,29.9,0.624,0.739,1
L04331,D0704,HomeCook,Cooked Meal,1.9,kg,Chennai,Open Tray,2025-09-01 16:17:00,107,Low,9.37,35.6,0.21,0.489,1
L04332,D0487,Restaurant,Cooked Meal,10.8,plates,Pune,Open Tray,2025-09-03 09:29:00,66,Medium,10.13,33.6,0.286,0.527,0
L04333,D0587,Restaurant,Beverage,7.0,packs,Pune,Sealed Box,2025-09-08 14:23:00,123,Low,7.8,26.0,0.414,0.557,1
L04334,D0242,Restaurant,Fruits,3.4,plates,Delhi,Airtight,2025-09-04 14:35:00,129,Medium,6.24,24.3,0.468,0.559,1
L04335,D0488,Restaurant,Desserts,4.5,boxes,Delhi,Airtight,2025-09-01 17:51:00,40,Low,6.08,29.2,0.58,0.668,1
L04336,D0307,Restaurant,Fruits,0.5,packs,Chennai,Airtight,2025-09-04 16:15:00,118,High,9.36,29.6,0.459,0.531,1
L04337,D0081,Bakery,Cooked Meal,2.3,plates,Mumbai,Airtight,2025-09-01 10:27:00,261,Medium,3.42,31.0,0.189,0.393,1
L04338,D0405,Society,Beverage,1.9,kg,Delhi,Open Tray,2025-09-01 22:18:00,138,Medium,0.2,28.0,0.286,0.475,0
L04339,D0732,Event,Cooked Meal,2.1,boxes,Chennai,Covered Tray,2025-09-02 09:16:00,56,Medium,4.77,27.0,0.547,0.594,1
L04340,D0036,HomeCook,Cooked Meal,6.4,plates,Hyderabad,Airtight,2025-09-07 05:16:00,57,Medium,6.39,29.3,0.666,0.67,1
L04341,D0515,Restaurant,Beverage,0.5,plates,Hyderabad,Open Tray,2025-09-01 17:30:00,118,High,0.98,28.3,0.386,0.536,1
L04342,D0585,Caterer,Cooked Meal,10.2,kg,Mumbai,Covered Tray,2025-09-01 17:04:00,86,Medium,5.75,27.5,0.405,0.617,0
L04343,D0530,Society,Salads,6.8,plates,Hyderabad,Sealed Box,2025-09-03 14:08:00,7,Medium,4.42,29.1,0.516,0.713,1
L04344,D0586,Restaurant,Cooked Meal,7.3,plates,Mumbai,Covered Tray,2025-09-03 05:14:00,147,Low,7.17,26.4,0.268,0.563,1
L04345,D0694,Bakery,Cooked Meal,6.0,packs,Delhi,Covered Tray,2025-09-02 08:50:00,62,Medium,3.97,33.0,0.562,0.675,0
L04346,D0636,Society,Cooked Meal,6.9,plates,Pune,Cloth Wrap,2025-09-02 14:47:00,84,Low,5.08,33.0,0.238,0.462,1
L04347,D0151,HomeCook,Cooked Meal,2.4,plates,Pune,Covered Tray,2025-09-02 06:48:00,69,Low,7.35,25.5,0.401,0.44,0
L04348,D0124,Restaurant,Cooked Meal,4.7,kg,Hyderabad,Covered Tray,2025-09-01 07:13:00,117,High,3.39,35.2,0.493,0.558,1
L04349,D0776,Society,Baked Goods,6.8,kg,Chennai,Airtight,2025-09-10 21:00:00,91,High,9.61,31.4,0.529,0.576,0
